Question,Choice,Reviewed,Clean,Answers,Company,Date Created,ID,Position Title,NA Type
Questions centered around the content of the data challenge,,,,SparkBeyond,"May 6, 2019",InterviewQuestionResult_2356,Data Scientist,,
They gave a product demo that led to discussions and questions.,,,,Ejenta,"May 6, 2019",InterviewQuestionResult_204,Machine Learning Engineer,,
What makes you excited about this role and why do you wanna join us?,,,,Canary Consulting,"May 6, 2019",InterviewQuestionResult_4136,Data Analyst,,
" Mostly Behavioral questions, mainly because half of the team is not strong technically",,,,Canary Consulting,"May 6, 2019",InterviewQuestionResult_4137,Data Analyst,,
Why do you think you would be a good fit for Gorilla76,,,,Gorilla 76,"May 6, 2019",InterviewQuestionResult_4138,Data Analyst/Outreach,,
Tell me about the projects you have worked on. Why did you apply for this position,,,,EagleView,"May 5, 2019",InterviewQuestionResult_2352,Data Scientist,,
" Role related questions, cultural fit.",,,,Credit Sesame,"May 5, 2019",InterviewQuestionResult_2353,Data Scientist,,
There is a table of page view data. Two columns: Member ID and time stamp. You can assume this is for a 24 hour period. Members vs. guests/visitors are differentiable via ID's. Have to come up with a method for determining which all activities are crawler related (and not my members) and write a query for the same as well.,1,,,LinkedIn,"May 5, 2019",InterviewQuestionResult_2354,Data Scientist,,
,,,,,,,,,
how to predict a winning price in auction,,,,Transfix,"May 4, 2019",InterviewQuestionResult_2351,Data Scientist,,
How to make the model reusable for various datasets?,,,,First Data,"May 3, 2019",InterviewQuestionResult_2348,Data Scientist,,
Plenty of questions about simulating coin flips.,,,,Rover.com,"May 3, 2019",InterviewQuestionResult_2349,Data Scientist,,
Talk about excel skills and experience related,,,,EVRAZ North America,"May 3, 2019",InterviewQuestionResult_4135,Data Analyst,,
In my opinion the most challenge question is to ask you to determine whether the difference of mean values of two columns is significant or not?,1,,,Klaviyo,"May 2, 2019",InterviewQuestionResult_2345,Data Scientist,,
Decision Tree? why aetna ?,,,,Aetna,"May 2, 2019",InterviewQuestionResult_2346,Data Scientist,,
How did you make the conclusion that this data was valid for your intended analysis>?,,,,Lyft,"May 2, 2019",InterviewQuestionResult_2347,Data Scientist,,
" Lot of SQL and Tableau dashboard questions. They gave couple of case studies and asked questions on those and my views on few ideas. The onsite interview was 4 hours long and had 5 people interview me. Few standard interview questions like why data analyst or why do you want to join our company, what is the most challenging project you worked on etc.",,,,LeanTaaS,"May 2, 2019",InterviewQuestionResult_4134,Data Analyst,,
OST the questions were based on my previous work experience,,,,Colle McVoy,"May 2, 2019",InterviewQuestionResult_990,Data Engineer,,
Asked about my skillsets,,,,Homesite Group,"May 1, 2019",InterviewQuestionResult_4125,Data Analyst,,
Explain a project from your resume.,,,,Homesite Group,"May 1, 2019",InterviewQuestionResult_4126,Data Analyst,,
How would you resolve a specific scenario around data,,,,Hoover Pumping Systems,"May 1, 2019",InterviewQuestionResult_4127,Data Analyst,,
Background/Experience Like?,,,,BEX Realty,"May 1, 2019",InterviewQuestionResult_4128,MLS Data Analyst,,
General background questions - nothing too technical,,,,Empower Retirement,"May 1, 2019",InterviewQuestionResult_4129,Senior Analyst - Data Reporting & Business Analytics,,
where your data requests come from?,,,,Vim,"May 1, 2019",InterviewQuestionResult_4130,Data Analyst,,
What are you looking for in a new job?,,,,Vim,"May 1, 2019",InterviewQuestionResult_4131,Data Analyst,,
why are you looking for a new opportunity?,,,,Vim,"May 1, 2019",InterviewQuestionResult_4132,Data Analyst,,
Tell about a time you had to work with a confrontational employee.,,,,Washington Technology Solutions,"May 1, 2019",InterviewQuestionResult_4133,Data Analyst,,
Where do you want your career to be going over the next couple of years?,,,,SolarWinds,"Apr 30, 2019",InterviewQuestionResult_4121,Sales Operation Data Analyst,,
What are some of the factors for deciding how to price tickets?,1,,,Qatar Airways,"Apr 30, 2019",InterviewQuestionResult_4122,Data Analyst,,
What does PAX Labs do?,,,,PAX Labs,"Apr 30, 2019",InterviewQuestionResult_4123,Data Analyst,,
Asked some related experiences on my resume; What did you learn from those experiences?; Some basic definition questions about statistics and machine learning.,,,,Technical Consulting and Research,"Apr 30, 2019",InterviewQuestionResult_4124,Statistical/Data Mining Analyst,,
When can you start? Does this job interest you?,,,,Abbott Laboratories,"Apr 30, 2019",InterviewQuestionResult_572,Product Peformance Analyst (Contract),,
Logical Designing for dimensional model,,,,MINDBODY,"Apr 30, 2019",InterviewQuestionResult_985,Senior Data Warehouse Engineer,,
AWS objective type questions,,,,MINDBODY,"Apr 30, 2019",InterviewQuestionResult_986,Senior Data Warehouse Engineer,,
" SQL- usage of aggregate functions, Rank, duplicate removals etc",,,,MINDBODY,"Apr 30, 2019",InterviewQuestionResult_987,Senior Data Warehouse Engineer,,
Python- Rest Api Calls to store large amount of data,,,,MINDBODY,"Apr 30, 2019",InterviewQuestionResult_988,Senior Data Warehouse Engineer,,
Python- Data structures,,,,MINDBODY,"Apr 30, 2019",InterviewQuestionResult_989,Senior Data Warehouse Engineer,,
what is your attitude to feedback? Introduce yourself? what do you expect from working in this company if you leave this company 2 years later?,,,,Xelay Acumen,"Apr 29, 2019",InterviewQuestionResult_2343,Senior Data Scientist,,
Tell me about a previous project,,,,Neal Analytics,"Apr 29, 2019",InterviewQuestionResult_2344,Data Scientist,,
Basic algorithm and data structure questions.,,,,Kite.com,"Apr 29, 2019",InterviewQuestionResult_202,Machine Learning Engineer,,
" ML questions with mathematical deductions, including MLE. Technical discussions about the Kite-specific prediction tasks.",,,,Kite.com,"Apr 29, 2019",InterviewQuestionResult_203,Machine Learning Engineer,,
Do you know advanced SQL?,,,,Qbiz,"Apr 29, 2019",InterviewQuestionResult_982,Data Engineer,,
Which of the company's cultural attributes do you most identify with?,,,,Hinge,"Apr 29, 2019",InterviewQuestionResult_983,"Director, Data Engineering",,
Create an ETL solution for sample date data.,1,,,Hinge,"Apr 29, 2019",InterviewQuestionResult_984,"Director, Data Engineering",,
Which algorithms are used for clustering?,,,,Lenovo,"Apr 28, 2019",InterviewQuestionResult_2336,Data Scientist,,
" Given a string, count the number of words.",,,,Lenovo,"Apr 28, 2019",InterviewQuestionResult_2337,Data Scientist,,
Which performs better?,,,,Lenovo,"Apr 28, 2019",InterviewQuestionResult_2338,Data Scientist,,
Explain your project,,,,Lenovo,"Apr 28, 2019",InterviewQuestionResult_2339,Data Scientist,,
Have you used in a professional project before,,,,Lenovo,"Apr 28, 2019",InterviewQuestionResult_2340,Data Scientist,,
PySPark,,,,Lenovo,"Apr 28, 2019",InterviewQuestionResult_2341,Data Scientist,,
SQL experience,,,,Lenovo,"Apr 28, 2019",InterviewQuestionResult_2342,Data Scientist,,
Why you chose Foursquare?,,,,Foursquare,"Apr 28, 2019",InterviewQuestionResult_201,Machine Learning Engineer,,
Tell me about yourself.,,,,Bloomberg L.P.,"Apr 28, 2019",InterviewQuestionResult_4113,Data Analyst,,
Why do you want to work with us?,,,,Bloomberg L.P.,"Apr 28, 2019",InterviewQuestionResult_4114,Data Analyst,,
What projects have you done? Describe them.,,,,Bloomberg L.P.,"Apr 28, 2019",InterviewQuestionResult_4115,Data Analyst,,
What is KNN method?,,,,Guardian Life,"Apr 28, 2019",InterviewQuestionResult_4116,Data Analyst,,
Business Cases,,,,Poshmark,"Apr 28, 2019",InterviewQuestionResult_4117,Data Analyst,,
Intermediate SQL,,,,Poshmark,"Apr 28, 2019",InterviewQuestionResult_4118,Data Analyst,,
The interviews felt like natural conversations.,,,,Poshmark,"Apr 28, 2019",InterviewQuestionResult_4119,Data Analyst,,
One or two behavior questions,,,,Poshmark,"Apr 28, 2019",InterviewQuestionResult_4120,Data Analyst,,
" Video interview with a technical manager about how to retrieve data from big data platform, and how to design a Datawarehouse for a specific situation ",,,,TikTok,"Apr 28, 2019",InterviewQuestionResult_981,Big Data Engineer,,
" 1. What's the relationship between PCA and k-means clustering? 2. What are the requirements for a matrix to represent a kernel? What happens if we run SVM using a 'kernel' that does not satisfy these requirements? 3. Problems using Python lists and dictionaries 4. SQL joins, aggregates (count, sum, avg), and cases 5. If you were given a dataset with [X] features (may be numerical, categorial, etc.) and you want to build a model (to determine fraudulent transactions, say), how would you determine which features are best to use in the model?",1,1,,Palo Alto Networks,"Apr 27, 2019",InterviewQuestionResult_2332,Data Scientist,,
tell me about the best manager you've ever had,,,,Magoosh,"Apr 27, 2019",InterviewQuestionResult_2333,Data Scientist,,
Basic interview questions like: Do you understand what viagogo does? What is something you are proud of with your past experience?,,,,Viagogo,"Apr 27, 2019",InterviewQuestionResult_2334,Data Scientist,,
" Statistics questions based on scenarios, coin flips, and a round table",,,,Viagogo,"Apr 27, 2019",InterviewQuestionResult_2335,Data Scientist,,
" Typical questions, what is a weakness/strength. Describe a moment where you received criticism. What is the nicest thing a coworker has complimented you on",,,,Apex Systems,"Apr 27, 2019",InterviewQuestionResult_4111,Data Analyst,,
Discuss your previous projects.,,,,Beverly Hospital (Beverly),"Apr 27, 2019",InterviewQuestionResult_4112,Data Analyst,,
1)Discussion on background 2)Asked to explain the academic project I liked the most 3)SQL joins 4)Explain Linear regression for a business person who does not have the technical background 5),,,,TRANZACT,"Apr 26, 2019",InterviewQuestionResult_2331,Data Scientist,,
Are you free to talk today or tomorrow?,,,,Bombas,"Apr 26, 2019",InterviewQuestionResult_4106,Data Analyst,,
Coding experience with Python,,,,Women's World Banking,"Apr 26, 2019",InterviewQuestionResult_4107,Quantitative Data Analyst,,
Why would someone apply a filter on a where clause?,,,,Bank of the West,"Apr 26, 2019",InterviewQuestionResult_4108,Data Analyst,,
2) Tell me the steps you have followed when you got dataset?,,,,CMSD,"Apr 26, 2019",InterviewQuestionResult_4109,Data Analyst,,
1)Why did you choose to apply for this position?,,,,CMSD,"Apr 26, 2019",InterviewQuestionResult_4110,Data Analyst,,
" General questions on data , sql , data warehousing",,,,Amazon,"Apr 26, 2019",InterviewQuestionResult_980,Data Engineer,,
Tell me something about yourself,,,,LockerDome,"Apr 25, 2019",InterviewQuestionResult_2325,Junior Data Scientist,,
" If you had more time, what would you do differently? (in continuation to the project question)",,,,LockerDome,"Apr 25, 2019",InterviewQuestionResult_2326,Junior Data Scientist,,
Tell me about a project that you're most proud of,,,,LockerDome,"Apr 25, 2019",InterviewQuestionResult_2327,Junior Data Scientist,,
Why are you interested in the advertisement industry,,,,LockerDome,"Apr 25, 2019",InterviewQuestionResult_2328,Junior Data Scientist,,
failure experience. team work experience.,,,,ZestFinance,"Apr 25, 2019",InterviewQuestionResult_2329,Data Scientist,,
Ask questions based on the resume,,,,ZestFinance,"Apr 25, 2019",InterviewQuestionResult_2330,Data Scientist,,
" Describe your experience with SQL, Python, etc.",,,,OnDeck,"Apr 25, 2019",InterviewQuestionResult_4102,Data Analyst,,
What do you know about our company?,,,,Bausch + Lomb,"Apr 25, 2019",InterviewQuestionResult_4103,Data Analyst,,
How do you compare two data sets?,,,,Groundspeed,"Apr 25, 2019",InterviewQuestionResult_4104,Data Analyst,,
what's the best 3 advantages you can offer to our company.,,,,AXA Advisors,"Apr 25, 2019",InterviewQuestionResult_4105,Data Analyst,,
overall experience in Data engineering?,,,,Unify,"Apr 25, 2019",InterviewQuestionResult_979,Data Engineer,,
" I won't divulge the custom questions they had because of an NDA. But I will divulge the interview questions that are carbon copy menial tasks. Of the first three phone/live-coding interviews, I was asked to do a merge sort. I guess I understand that they want to make sure I can code. But there's got to be a better problem. The many in-person interviews were (1) 1.5 hour coding-by-myself on a laptop, (2) describe a problem you worked on in detail, (3) ""NLP"" interview that didn't focus on NLP, instead they focused on AB testing (which is fine), (4) Lunch interview, (5) culture fit interview, (6) follow up/close/discussion interview. To be honest, I don't remember much near the end. I think I went directly home after and slept for 12 hours.",,,,Indeed,"Apr 24, 2019",InterviewQuestionResult_2323,NLP Data Scientist Lead,,
10 machine learning multiple choice questions and 1 coding question.,,,,Ericsson-Worldwide,"Apr 24, 2019",InterviewQuestionResult_2324,Data Scientist,,
What will you do when you have two projects due on same deadline?,,,,Wayfair,"Apr 24, 2019",InterviewQuestionResult_4100,Data Analyst,,
basically go through a data analysis using python using a sample dataset,,,,Shift,"Apr 24, 2019",InterviewQuestionResult_4101,Data Analyst,,
Recommendation system. Fruit coding problem.,,,,Wayfair,"Apr 23, 2019",InterviewQuestionResult_2320,Data Scientist,,
How do you deal with missing values using XGBoost,,,,Avant,"Apr 23, 2019",InterviewQuestionResult_2321,Data Scientist,,
Tell us about something you've modeled,,,,HireVue,"Apr 23, 2019",InterviewQuestionResult_2322,Data Scientist,,
Strengths and weaknesses.,,,,Children's Mercy Hospitals and Clinics,"Apr 23, 2019",InterviewQuestionResult_4097,Data Analyst,,
Have you ever used the product MX offers?,,,,MX,"Apr 23, 2019",InterviewQuestionResult_4098,Product Data Analyst,,
What are you passionate about? Where do your interests lie?,,,,KnowBe4,"Apr 23, 2019",InterviewQuestionResult_4099,Business Intelligence Data Analyst,,
Have you ever used the product MX offers?,,,,MX,"Apr 23, 2019",InterviewQuestionResult_571,Product Data Analyst,,
How do you handle different scenarios in a working environment?,,,,IBM,"Apr 23, 2019",InterviewQuestionResult_978,Big Data Engineer,,
When have you used data to better a company,,,,Viagogo,"Apr 22, 2019",InterviewQuestionResult_2314,Data Scientist,,
" First onsite: * Explain linear regression to someone who doesn't know ML * How to derive beta coefficients * Explain why you use regularization and some methods (Lasso, Ridge, tree depth, cross validation) * Explain assumptions you make when using linear regression (error normal) * Explain heteroscadacity * Explain logistic regression * Explain what an increase in $\beta$ means for logistic regression * Explain k-means algorithm * Explain how to choose $k$ in k-means algorithm. * SQL white-boarding question Second Onsite: * Case study of building a recommendation system. Given that a company clicks on a particular candidate, how would you recommend other candidates. Second onsite:",1,1,Let's say we want to build a recommendation list of candidates for recruiters at various companies. If we have data on which ,Vettery,"Apr 22, 2019",InterviewQuestionResult_2315,Data Scientist,,
Describe a time you demonstrated good listening?,,,,General Mills,"Apr 22, 2019",InterviewQuestionResult_2316,Data Scientist,,
Why are you uniquely qualified for this role?,,,,General Mills,"Apr 22, 2019",InterviewQuestionResult_2317,Data Scientist,,
Describe a statistical model you are using in your work now? (Referencing the model) explain the difference between random and fixed effects -- and what do they control for?,,,,General Mills,"Apr 22, 2019",InterviewQuestionResult_2318,Data Scientist,,
What is one company that is using data in an interesting way?,,,,Viagogo,"Apr 22, 2019",InterviewQuestionResult_2319,Data Scientist,,
How is a decision tree pruned? (not hard),,,,Software Engineering Institute,"Apr 22, 2019",InterviewQuestionResult_200,Machine Learning Engineer,,
How do you ensure that your results are accurate?,,,,Kansas State University,"Apr 22, 2019",InterviewQuestionResult_4095,Data Analyst,,
How do you respond to an unhappy client?,,,,Booz Allen Hamilton,"Apr 22, 2019",InterviewQuestionResult_4096,Data Analyst,,
Explain how Machine Learning works in detail,,,,Zimmerman Advertising,"Apr 22, 2019",InterviewQuestionResult_977,Data Engineer,,
all data science related,,,,Bristlecone,"Apr 21, 2019",InterviewQuestionResult_2311,Data Scientist,,
" Questions related to experience with Chatbot Development,NLP, Data Extraction, Data Processing, Machine Learning Models, Machine Learning Model Performance",,,,Welltok,"Apr 21, 2019",InterviewQuestionResult_2312,Data Scientist,,
all soft skills and situation base questions,,,,Supermercato24,"Apr 21, 2019",InterviewQuestionResult_2313,Data Scientist,,
" Basic probbality questions on rolling dice, multiple rolls, decision to take if to roll further or not",,,,Clover Health,"Apr 19, 2019",InterviewQuestionResult_2308,Data Scientist,,
How would you calculate the number of draws you need to take so that you get 2 jellybeans of the same kind from a jar full of 3 kinds of jellybeans?,1,1,,Allstate,"Apr 19, 2019",InterviewQuestionResult_2309,Junior Data Scientist,,
What are 3 strengths and 3 skills you would like to improve?,,,,Allstate,"Apr 19, 2019",InterviewQuestionResult_2310,Junior Data Scientist,,
" None of the questions he asked mattered because after you said five words, he ""already knew all of that.""",,,,Legal Aid Society,"Apr 19, 2019",InterviewQuestionResult_4093,Data Analyst - MIS,,
" How would you solve a data analyst problem? What are the steps on data collection, wrangling and modeling? ",,,,Kenworth Truck,"Apr 19, 2019",InterviewQuestionResult_4094,Data Analyst,,
Go through resume,,,,The Daily Beast,"Apr 18, 2019",InterviewQuestionResult_2307,Data Scientist,,
" Workflow process improvements: collection/filtering of emails, data extraction from phone calls, and detecting errors in real-time financial data.",,,,Bloomberg L.P.,"Apr 18, 2019",InterviewQuestionResult_4092,Market Data Analyst,,
Describe two experiences of significance.,,,,HCL Technologies,"Apr 18, 2019",InterviewQuestionResult_569,Product Analyst,,
What are the similarities and differences between a camera and a cell phone?,,,,HCL Technologies,"Apr 18, 2019",InterviewQuestionResult_570,Product Analyst,,
" No in-depth questions, just questions about my last two projects.",,,,Capital One,"Apr 18, 2019",InterviewQuestionResult_976,Lead Data Engineer,,
What do you see yourself in 5 years? Why do you want his job?,,,,Spectrum,"Apr 17, 2019",InterviewQuestionResult_2302,Data Scientist,,
What is A/B testing,,,,zulily,"Apr 17, 2019",InterviewQuestionResult_2303,Data Scientist,,
Design an AutoML system.,,,,zulily,"Apr 17, 2019",InterviewQuestionResult_2304,Data Scientist,,
How do you estimate standard deviation of a population,,,,zulily,"Apr 17, 2019",InterviewQuestionResult_2305,Data Scientist,,
How to choose the 'k' value when doing K-means clustering?,1,1,,Intel Corporation,"Apr 17, 2019",InterviewQuestionResult_2306,Data Scientist,,
" case study, then come up with an algorithm/use your own programming language",,,,Locus Analytics,"Apr 17, 2019",InterviewQuestionResult_4091,Data Analyst,,
What's the obstacle you faced in a team project? How do you solve it?,,,,Bayer,"Apr 17, 2019",InterviewQuestionResult_974,Data Engineer,,
The technical part is a little bit challenging.,,,,WebbMason,"Apr 17, 2019",InterviewQuestionResult_975,Data Engineer,,
" Onsite 1st round: Given a data set and have to develop a model within 45 min (team leaves you alone in a room). Questions: * What features would you add that aren't there? * If there was something that 100% (or only 1%) of the the users used, would it be a good feature? What would be an adequate proportion? Onsite 2nd round: * Game: play once and potentially win, or play 3 games and win 2 out of 3. What is the best strategy (let p = prob(success). use binomial theorem) * Given a long array that you can't store, how do you find the median? * What are the limitations to linear regression? * What is the biggest bug you had in your code?",1,1,,Intuit,"Apr 16, 2019",InterviewQuestionResult_2301,Data Scientist,,
Do you have experience managing other employees?,,,,Carat,"Apr 16, 2019",InterviewQuestionResult_4086,Data Analyst,,
Asked about data processing work you have worked on,,,,New York City Department of Education,"Apr 16, 2019",InterviewQuestionResult_4087,Data Analyst,,
Talk about a time when you learned something new.,,,,Capital Group,"Apr 16, 2019",InterviewQuestionResult_4088,Data Analyst,,
Why Capital?,,,,Capital Group,"Apr 16, 2019",InterviewQuestionResult_4089,Data Analyst,,
What do you know about Comscore?,,,,Comscore,"Apr 16, 2019",InterviewQuestionResult_4090,Data Analyst,,
very cryptic take home test,,,,Glovo,"Apr 15, 2019",InterviewQuestionResult_2297,Data Scientist,,
" Technical phone screen: * Explain Lasso vs. Ridge and when you would use one over the other * Explain Bias vs. Variance * Explain: SQL: inner, outer, left, right * Explain SQL: what is group by and give an example * How to deal with overfitting * Give an example where you didn't have enough data Onsite: Bunch of behavioral questions and a few case study. For example, if there are 3 marketing techniques and 15 companies how would you determine which marketing technique is ‘best’? Assume you have no other information",1,1,,DailyPay,"Apr 15, 2019",InterviewQuestionResult_2298,Data Scientist,,
What do you hope to get out of this job?,,,,TechField,"Apr 15, 2019",InterviewQuestionResult_2299,Data Scientist,,
How do you imagine yourself in 5 years?,,,,TechField,"Apr 15, 2019",InterviewQuestionResult_2300,Data Scientist,,
How will you rate youself from 1-10?,,,,First Horizon,"Apr 15, 2019",InterviewQuestionResult_4081,Data Analyst,,
" JUUL required that I sign an NDA form before interviewing, so I am not legally allowed to share any specific information or interview questions.",,,,JUUL Labs,"Apr 15, 2019",InterviewQuestionResult_4082,Senior Data Analyst,,
Tell me about your past experience?,,,,Ambac,"Apr 15, 2019",InterviewQuestionResult_4083,Data Analyst,,
Why Bloomberg,,,,Bloomberg L.P.,"Apr 15, 2019",InterviewQuestionResult_4084,Global Market Data Analyst,,
How will previous experiences help you in this position?,,,,T-Cetra,"Apr 15, 2019",InterviewQuestionResult_4085,Data Analyst,,
" Date Lake AWS architecture white boarding, few python and SQL questions. Nothing too difficult. Lots of Culture fit questions. (NDA signed)",,,,MINDBODY,"Apr 14, 2019",InterviewQuestionResult_973,Data Warehouse Engineer,,
" The interview questions were all very tailored to my data challenge presentation and resume, I think they ask questions tailored to each candidate",,,,SparkBeyond,"Apr 13, 2019",InterviewQuestionResult_2296,Data Scientist,,
" Tree, Cluster",,,,NIKE,"Apr 12, 2019",InterviewQuestionResult_2293,Data Scientist,,
How would you go about reducing feature space,,,,Rubicon Project,"Apr 12, 2019",InterviewQuestionResult_2294,Data Scientist,,
Asked about past experience and some technical and situational questions about the role.,,,,Quibbl,"Apr 12, 2019",InterviewQuestionResult_2295,Data Scientist,,
Questions about my previous background,,,,Bristol-Myers Squibb,"Apr 12, 2019",InterviewQuestionResult_4073,Translational Bioinformatics-NGS Data Analyst,,
Knowledge about working with R,,,,Bristol-Myers Squibb,"Apr 12, 2019",InterviewQuestionResult_4074,Translational Bioinformatics-NGS Data Analyst,,
What is Differential gene expression?,,,,Bristol-Myers Squibb,"Apr 12, 2019",InterviewQuestionResult_4075,Translational Bioinformatics-NGS Data Analyst,,
Tell me about yourself,,,,Bristol-Myers Squibb,"Apr 12, 2019",InterviewQuestionResult_4076,Translational Bioinformatics-NGS Data Analyst,,
What model can be used to deal with data with only 0s and 1s,,,,Nationwide,"Apr 12, 2019",InterviewQuestionResult_4077,Data Analyst,,
Why do you want to work at COTA?,,,,COTA,"Apr 12, 2019",InterviewQuestionResult_4078,Data Analyst,,
Why are you leaving your current role?,,,,COTA,"Apr 12, 2019",InterviewQuestionResult_4079,Data Analyst,,
Tell us about a time you were asked to do something you think is unethical by management.,,,,University of Utah,"Apr 12, 2019",InterviewQuestionResult_4080,Data Warehouse Analyst,,
What is the one decision that you would have changed so far in your career?,,,,Aisera,"Apr 12, 2019",InterviewQuestionResult_971,Senior Data Engineer,,
I was asked how I would fix an actual performance problem they're experiencing with their software.,,,,IgnitionOne,"Apr 12, 2019",InterviewQuestionResult_972,Data Engineer,,
How do you evaluate the fake news problem?,1,1,,Facebook,"Apr 11, 2019",InterviewQuestionResult_2288,Data Scientist,,
" Nothing sophisticated. Not even sure, if they prepped questions for the interview or just ask a random question for the sake of asking.",,,,Palo Alto Networks,"Apr 11, 2019",InterviewQuestionResult_2289,Data Scientist,,
" Questions about different rounds of the interview are listed below. First Round 1. Your background 2. Your related projects 3. Your related work experience 4. How do you know uptake 5. Any other question about uptake Second Round 1. Dive into one of two projects you have worked on. ( Algorithm, overfitting, Evaluation Metrics) 2. Any questions about the company",,,,Uptake,"Apr 11, 2019",InterviewQuestionResult_2290,Data Scientist,,
Was asked to include fake experience in Resume!,,,,Cloud Big Data Technologies Group,"Apr 11, 2019",InterviewQuestionResult_2291,Data Scientist,,
Coding challenge - Online,,,,SmartNews,"Apr 11, 2019",InterviewQuestionResult_2292,Data Scientist,,
The technical phone screen was more oriented toward software engineering and pretty challenging but that made it really interesting.,,,,Kite.com,"Apr 11, 2019",InterviewQuestionResult_198,Machine Learning Engineer,,
Some ML questions but also quite a few questions about general SE/system architecture question. The global CS level in the team is pretty high (even in the ML team).,,,,Kite.com,"Apr 11, 2019",InterviewQuestionResult_199,Machine Learning Engineer,,
visualization tools and etl,,,,Careem,"Apr 11, 2019",InterviewQuestionResult_4064,Senior Data Analyst,,
behavioral and career related,,,,Careem,"Apr 11, 2019",InterviewQuestionResult_4065,Senior Data Analyst,,
sql questions,,,,Careem,"Apr 11, 2019",InterviewQuestionResult_4066,Senior Data Analyst,,
They asked me if I could tell them how to find validity of a model,,,,Ameren,"Apr 11, 2019",InterviewQuestionResult_4067,Data Analyst,,
Where do you see yourself in five years?,,,,Earnest Research,"Apr 11, 2019",InterviewQuestionResult_4068,Data Analyst,,
" What do you bring to the table, and how will that benefit us here at NuVasive?",,,,NuVasive,"Apr 11, 2019",InterviewQuestionResult_4069,Data Analyst,,
What are your short and long term goals?,,,,Phalanx Analysis Group,"Apr 11, 2019",InterviewQuestionResult_4070,Senior Data Analyst,,
What did you learn the most from your previous job ?,,,,Babylist,"Apr 11, 2019",InterviewQuestionResult_4071,Data Analyst,,
What did you like about chime,,,,Chime,"Apr 11, 2019",InterviewQuestionResult_4072,Senior Data Analyst,,
Never got to a point where a question was asked.,,,,NBCUniversal,"Apr 11, 2019",InterviewQuestionResult_568,Product Analyst,,
How would you design a data pipeline?,,,,Ericsson-Worldwide,"Apr 11, 2019",InterviewQuestionResult_969,Big Data Engineer,,
It was more of a discussion where I was asked about machine learning projects and why I took a particular approach in that project. Then some hypothetical scenarios were given and they wanted to see the thought process.,,,,Bell and Howell,"Apr 11, 2019",InterviewQuestionResult_970,Big Data Engineer,,
" Asked to talk about myself, past projects, and other basic questions",,,,Technomic,"Apr 10, 2019",InterviewQuestionResult_2285,Data Scientist,,
coding: translate Rome number to real number machine-learning: knn manager: focus on my research and ask how to improve,1,1,,Etsy,"Apr 10, 2019",InterviewQuestionResult_2286,Data Scientist,,
" How to handle big, sparse data set.",,,,Rakuten,"Apr 10, 2019",InterviewQuestionResult_2287,Senior Data Scientist,,
" Around logistic regression, data cleaning, difference between data mining and data profiling",,,,Maestro Technologies,"Apr 10, 2019",InterviewQuestionResult_4060,Data Analyst,,
What do you know about the role?,,,,Bloomberg L.P.,"Apr 10, 2019",InterviewQuestionResult_4061,Market Data Analyst,,
Why Bloomberg?,,,,Bloomberg L.P.,"Apr 10, 2019",InterviewQuestionResult_4062,Market Data Analyst,,
Tell something about yourself and what's your most frustrated thing,,,,Tufts Health Plan,"Apr 10, 2019",InterviewQuestionResult_4063,Data Analyst,,
Tell me about a time you helped someone out.,,,,Capital One,"Apr 10, 2019",InterviewQuestionResult_565,Product Management & Analyst Associate,,
" What is an accomplishment you are most proud of, and why? ",,,,Capital One,"Apr 10, 2019",InterviewQuestionResult_566,Product Management & Analyst Associate,,
Tell me about a time you made a mistake,,,,Capital One,"Apr 10, 2019",InterviewQuestionResult_567,Product Management & Analyst Associate,,
Write sql code to produce a desired output. Then write programming to do the same thing (Python or pseudo code).,1,1,,Slack,"Apr 9, 2019",InterviewQuestionResult_2282,Data Scientist,,
How would you create a pricing model for winning shipping auctions based on provided data points?,1,1,,Transfix,"Apr 9, 2019",InterviewQuestionResult_2283,Data Scientist,,
Give an example of a project you led from beginning to end.,,,,Transfix,"Apr 9, 2019",InterviewQuestionResult_2284,Data Scientist,,
Describe a situation where you had to explain a technical aspect of a project to someone whom did not have a technical background.,,,,Gateway Learning Group,"Apr 9, 2019",InterviewQuestionResult_4058,Data Analyst,,
Introduce yourself,,,,Nielsen,"Apr 9, 2019",InterviewQuestionResult_4059,Marketing Data Analyst,,
" Let's just say the solution they want for their hackerrank problem is online , so just google it (the test is not fair anyway, so why shouldn't you cheat it?). Based on my extensive experience interviewing very high quality candidates, you are unlikely to come up with the trick they want on your own in interview environment unless you already know it.",,,,IEX Group,"Apr 9, 2019",InterviewQuestionResult_968,Data Engineer,,
I signed non-disclosure agreement,,,,Blink Health,"Apr 8, 2019",InterviewQuestionResult_2280,Data Scientist,,
" experimental design, ab test, type I/II error, positive true, negative false, confidence interval, significant level....",,,,Groupon,"Apr 8, 2019",InterviewQuestionResult_2281,Data Scientist At Optimize Team,,
" 1. Design Patterns 2. Garbage Collector 3. Client and Web Server Round Trips 4. Low and High Latency Scenarios and optimization techniques. 5. JSON Data 5. Security, Encryption",,,,Northwest Software Inc,"Apr 8, 2019",InterviewQuestionResult_4057,Principal Solutions Architect,,
Sorting data in SQL,,,,Root Insurance,"Apr 8, 2019",InterviewQuestionResult_564,Product Analyst,,
LeetCode DB question would help for the onsite interview.,,,,ServiceTitan,"Apr 8, 2019",InterviewQuestionResult_967,Data Engineer,,
